name,address,phone,email,lat,lng,url,rating_count,star_count,country,state,w,zip,facebook_link,instagram_link,twitter_link,whatsapp_link,tiktok_link,linkedin_link,youtube_link,primary_category_name,category_name,detailed_state,detailed_district
Satake India Engineering Pvt Ltd,"Floor, Room No 45, Savco sales Pvt Ltd, 67-B, Netaji Subhas Rd, 2nd, Fairley Place, B.B.D. Bagh, Kolkata, West Bengal 700001, India",+91 98315 52786,sales@satakeindia.com,22.5790443,88.349436,https://www.satakeindia.com/,0.0,0.0,India,West Bengal,Kolkata,700001, https://www.facebook.com/SatakeIndiaengineering,https://www.instagram.com/satakeindiaengineering/,,https://wa.me/+918800605494,,,https://www.youtube.com/user/Satakeindiaengg,Rice mills,Rice mills,West Bengal,Kolkata
Karifuddin Husking Mills,"Dangi,Hatgachhi,Itahar, Raiganj, West Bengal 733143, India",+91 89277 34060,,25.4695949,88.1250385,,5.0,5.0,India,West Bengal,,733143,,,,,,,,Flour mills,"Rice mills,Oil refineries,Oil Stores,Flour mills,Rice cracker shops",West Bengal,Uttar Dinajpur
Shanti Ram Agro Industries,"6VR2+9FG, Saonta, Purba, Bardhaman, West Bengal, India",,,23.2409261,87.8512155,,0.0,0.0,India,West Bengal,Bardhaman,,,,,,,,,Rice mills,Rice mills,West Bengal,Purba Bardhaman
Kethardanga Rice Mill,"Kethar Danga Rd, Bankura, West Bengal 722101, India",,,23.221677,87.0726224,,1.0,5.0,India,West Bengal,Bankura,722101,,,,,,,,Rice mills,Rice mills,West Bengal,Bankura
Jorethang Rice mill PVT LTD,"P9MG+RW5, Unnamed Road, Siliguri, Baniakhari, West Bengal 734010, India",,,26.7345179,88.3773462,,0.0,0.0,India,West Bengal,,734010,,,,,,,,Rice mills,Rice mills,West Bengal,Darjeeling
JATINDRA MOHAN RICE MILL,"6VM9+M6V, Perbirhata, Bardhaman, West Bengal 713101, India",,,23.2342356,87.8680531,,2.0,5.0,India,West Bengal,,713101,,,,,,,,Rice mills,Rice mills,West Bengal,Purba Bardhaman
Akash Ganga Rice Mills Private Limited,"Mirzapur, Katwa-Burdwan Road, Bardhaman, West Bengal 713103, India",+91 87681 12355,,23.294623,87.8805788,,13.0,3.7,India,West Bengal,,713103,,,,,,,,Rice mills,"Mills,Rice mills",West Bengal,Purba Bardhaman
Mk Engineering Works,"Arambag Road Polempur, SH 7, near State Bank, Machhkhara, West Bengal 713101, India",,,23.2044334,87.8443262,,0.0,0.0,India,West Bengal,,713101,,,,,,,,Rice mills,Rice mills,West Bengal,Purba Bardhaman
Agrico Sales International,"Room No.93, Gr Flr, Marshal House, 25, Strand Rd, Fairley Place, B.B.D. Bagh, Kolkata, West Bengal 700001, India",+91 33 2213 1299,,22.577936,88.348571,https://agrico-sales-international.business.site/?utm_source=gmb&utm_medium=referral,0.0,0.0,India,West Bengal,Kolkata,700001,,,,,,,,Rice mills,"Tool wholesalers,Flour mills,Welding supply stores,Rice mills,Tools Wholesalers",West Bengal,Kolkata
Joy Bhawani Rice Mill,"NH6, Keranichoti, Midnapore, West Bengal 721101, India",+91 86173 50442,,22.4551633,87.3260285,,0.0,0.0,India,West Bengal,Medinipur,721101,,,,,,,,Rice mills,Rice mills,West Bengal,Paschim Medinipur
Maa Annapurna Rice Concern,"346, Grand Trunk Rd, Sripally, Bara Nilpur, Bardhaman, West Bengal 713101, India",,,23.2304124,87.8675785,,1.0,2.0,India,West Bengal,,713101,,,,,,,,Rice mills,Rice mills,West Bengal,Purba Bardhaman
Palash Traders,"Building No 259, Khudiram Pally St, Subhas Pally, Bardhaman, Chanditala, West Bengal 713101, India",+91 86173 97300,palashpalash3149@gmail.com,23.2528917,87.8573015,http://palashtraders.in/,0.0,0.0,India,West Bengal,Bardhaman,713101,,,,,,,,Rice mills,"Saree Shops,Rice mills",West Bengal,Purba Bardhaman
KSHETRANATH RICE MILL,"Biplabi Fakir Chandra Roy sarani Bhatchala, Sripally, Bardhaman, West Bengal 713103, India",,,23.2276722,87.8569744,,0.0,0.0,India,West Bengal,Bardhaman,713103,,,,,,,,Rice mills,Rice mills,West Bengal,Purba Bardhaman
DATABABA FOOD PRODUCTS PRIVATE LIMITED,"4V38+6W3, Shyamsundar, West Bengal 713424, India",,,23.1030158,87.867298,,0.0,0.0,India,West Bengal,,,,,,,,,,Rice mills,Rice mills,West Bengal,Purba Bardhaman
Maa Durga Food Products,"M57W+CXM, Chatparua , Karnajora, Raiganj, West Bengal 733130, India",,,25.6635954,88.1974148,,0.0,0.0,India,West Bengal,Raiganj,733130,,,,,,,,Rice mills,Rice mills,West Bengal,Uttar Dinajpur
SHAKAMBARI,"Suite No. 6C2 6th Floor, Spencer’s Building, Square, Chinar Park, Tegharia, Newtown, Kolkata, West Bengal 700136, India",+91 98369 81557,info@shakambariagro.com,22.6249719,88.4385711,http://shakambariagro.com/,0.0,0.0,India,West Bengal,Kolkata,700136,,,,,,,,Rice mills,Rice mills,West Bengal,North 24 Parganas
SA Agro Products Pvt Ltd,"5RRF+M6M, Bankura, Chak Purohit, Kamalpur, West Bengal 713103, India",+91 98307 35703,,23.1917144,87.823041,http://saagroproducts.com/,2.0,5.0,India,West Bengal,,713103,,,,,,,,Rice mills,"Rice wholesalers,Rice mills",West Bengal,Purba Bardhaman
Sridhar Rice Mill,"Saraitikar Rd, Khagragorh, Bardhaman, Goda P, West Bengal 713104, India",,,23.2636268,87.847308,,14.0,4.7,India,West Bengal,,713104,,,,,,,,Rice mills,Rice mills,West Bengal,Purba Bardhaman
Shree Shyam Mini Rice Mill,"M G Rd., Pakamba, Bahin, Raiganj, West Bengal 733134, India",,,25.618376,88.1252658,,0.0,0.0,India,West Bengal,Raiganj,733134,,,,,,,,Rice mills,Rice mills,West Bengal,Uttar Dinajpur
Mahadeb Rice Mill,"J43F+49G, Raiganj, West Bengal 733134, India",,,25.6028135,88.1234411,,3.0,4.3,India,West Bengal,Raiganj,733134,,,,,,,,Rice mills,Rice mills,West Bengal,Uttar Dinajpur
Mahesh Rice Mill,"P8PX+8HH, Mahesh Colony, Serampore, West Bengal 712248, India",,,22.7358234,88.3489754,,0.0,0.0,India,West Bengal,Kolkata,712248,,,,,,,,Rice mills,Rice mills,West Bengal,Hooghly
Highrise Roller Flour Mills Private Limited,"234/3a, A J C Bose Road, Near Nizam Palace Building, Kolkata, West Bengal 700020, India",+91 33 2289 5099,,22.5383572,88.3511949,,1.0,5.0,India,West Bengal,Kolkata,700020,,,,,,,,Rice mills,Rice mills,West Bengal,Kolkata
Sri Laxmi Agro Products,"5th Floor, 49, Kali Krishna Tagore St, Simla, Machuabazar, Kolkata, West Bengal 700007, India",+91 33 2259 8965,aakash@laxmiagro.com,22.5858909,88.3636371,http://laxmiagro.com/,1.0,3.0,India,West Bengal,Kolkata,700007,,,,,,,,Corporate offices,"Corporate offices,Rice mills,Corporate campus",West Bengal,Kolkata
Santi Rice Group,"Apartment , Flat 3C, Hansa, 20A/1A, Broad St, Ballygunge Park, Ballygunge, Kolkata, West Bengal 700019, India",+91 98310 92693,ho@santi.co.in,22.5305615,88.3689475,https://www.santiricegroup.com/,2.0,5.0,India,West Bengal,Kolkata,700019,,,,,,,,Rice mills,"Manufacturers,Rice mills",West Bengal,Kolkata
রাধা গোবিন্দ মুড়ি মিল,"723H+5HF, Bankura - Chhatna Rd, Bankura, West Bengal 722101, India",,,23.2529263,87.0289199,,8.0,4.6,India,West Bengal,,722101,,,,,,,,Rice mills,Rice mills,West Bengal,Bankura
B K Paul Raw Rice & Wheat Mill,"442Q+4M4, Dhumadighi, West Bengal 732128, India",,,25.1002659,88.1392146,,0.0,0.0,India,West Bengal,,732128,,,,,,,,Rice mills,Rice mills,West Bengal,Maldah
Sri Durga Rice Mill,"89GM+QXW, Telkelpara, Purulia, West Bengal, India",,,23.3269896,86.3849642,,1.0,5.0,India,West Bengal,,,,,,,,,,Rice mills,Rice mills,West Bengal,Purulia
MUKHERJEE RICE AND FLOUR MILL,"8JGF+4F7, Matla, West Bengal 743376, India",,,22.3252934,88.623684,,0.0,0.0,India,West Bengal,Canning,743376,,,,,,,,Rice mills,Rice mills,West Bengal,South 24 Parganas
Biswanath Mills,"6QH8+5P8, Chakvrigu, Balurghat, Mayamari, West Bengal 733102, India",,,25.2279076,88.7668195,,0.0,0.0,India,West Bengal,Balurghat,733102,,,,,,,,Rice mills,Rice mills,West Bengal,Dakshin Dinajpur
SSS Rice Mill,"Companirthek, Raidighi, West Bengal 743349, India",,,22.001195,88.4353595,,0.0,0.0,India,West Bengal,,743349,,,,,,,,Rice mills,Rice mills,West Bengal,South 24 Parganas
রাম বাবুর Rice Mill,"X9QF+JHQ, Kuntighat - Magra Rd, Boropukur Area, Mogra, Hansghara, West Bengal 712148, India",,,22.989079,88.3739711,,1.0,5.0,India,West Bengal,Kolkata,712148,,,,,,,,Rice mills,Rice mills,West Bengal,Hooghly
Matri Mandir Rice Mills,"XCV3+228, VILLAGE GURAP PO GURAP PS GURAP DIST HOOGHLY, West Bengal 712302, India",,,22.9925312,88.4025743,,0.0,0.0,India,West Bengal,Kolkata,712302,,,,,,,,Rice mills,Rice mills,West Bengal,Hooghly
Shree Kamala Rice Mills,"X9QF+JHX, Kuntighat - Magra Rd, Boropukur Area, Road, Jaypur, Hansghara, West Bengal 712148, India",,,22.9891004,88.3739767,,2.0,3.0,India,West Bengal,Kolkata,712148,,,,,,,,Rice mills,Rice mills,West Bengal,Hooghly
P P RICE MILL PVT. LTD.,"GROUND FLOOR, Uma Apartment, 17, Bagmari Lane, BRS 10, Kankurgachi, Kolkata, West Bengal 700054, India",+91 99030 76175,,22.6060591,88.3873353,,2.0,5.0,India,West Bengal,Kolkata,700054,,,,,,,,Rice mills,Rice mills,West Bengal,Kolkata
Shivam Rice Mills (P) Ltd,"163, SP Mukherjee Rd, Ward 9, Khalpara, Siliguri, West Bengal 734005, India",,,26.7064853,88.4218552,https://shivam-rice-mills-p-ltd.business.site/,1.0,5.0,India,West Bengal,,734005,,,,,,,,Rice mills,Rice mills,West Bengal,Darjeeling
Matigara Rice Mill,"Ramkrishna Para, Matigara, Mathapari, West Bengal 734010, India",,,26.7181348,88.3826806,https://matigara-rice-mill.business.site/?utm_source=gmb&utm_medium=referral,4.0,5.0,India,West Bengal,,734010,,,,,,,,Rice mills,"Rice mills,Lodgings",West Bengal,Darjeeling
P.K. Saha Complex,"PCW2+P86, Dagapur, near panchanai river, Daknikata P, West Bengal, India",,,26.7467783,88.4007528,,3.0,5.0,India,West Bengal,,,,,,,,,,Rice mills,Rice mills,West Bengal,Darjeeling
Jatileshwar Rice Mills Pvt.Ltd.,"PC66+VQ5, churabhander,husludanga, Jalpaiguri, West Bengal, India",+91 91260 76881,,26.7121416,88.4119738,,0.0,0.0,India,West Bengal,,,,,,,,,,Rice mills,Rice mills,West Bengal,Darjeeling
Shiv Ganga Rice Mill,"6RMQ+G8J, Sekampur - Sahapur Rd, Anjir Bagan, Bardhaman, West Bengal 713101, India",,,23.2338387,87.8382533,,2.0,3.0,India,West Bengal,Bardhaman,713101,,,,,,,,Rice mills,Rice mills,West Bengal,Purba Bardhaman
Hara Gouri Rice Mill,"7V5F+M84, Bajepratappur, Sadhanpur P, West Bengal 713101, India",,,23.259148,87.8733334,,1.0,4.0,India,West Bengal,Bardhaman,713101,,,,,,,,Rice mills,Rice mills,West Bengal,Purba Bardhaman
"""PARIWAR"" PAR BOILED RICE AND PUFF RICE MANUFACTURER AND DEALER","VILLAGE, Purba, Sibarambati, Bardhaman, West Bengal 713423, India",,,23.2409261,87.8512155,https://par-boiled-rice-and-puff-rice-manufacturer-and-dealer.business.site/?utm_source=gmb&utm_medium=referral,0.0,0.0,India,West Bengal,Bardhaman,713423,,,,,,,,Rice mills,Rice mills,West Bengal,Purba Bardhaman
Satguru grains pvt ltd,"Grand Trunk Rd, Khosbagan, Bardhaman, West Bengal 713101, India",,,23.2407552,87.8677188,,0.0,0.0,India,West Bengal,,713101,,,,,,,,Rice mills,Rice mills,West Bengal,Purba Bardhaman
PALASH GOSWAMI,"Adarsha Pally, Tejganj, Bardhaman, West Bengal 713102, India",,,23.2260259,87.8480811,,0.0,0.0,India,West Bengal,Bardhaman,713102,,,,,,,,Rice mills,Rice mills,West Bengal,Purba Bardhaman
M/S Shivadurga Rice Mill,"Vill : Momrejpur, P.O. : Chotobainan, P.S. :, Purba, Madhabdihi, West Bengal 713423, India",+91 80 3740 0468,,23.2409261,87.8512155,,2.0,5.0,India,West Bengal,Bardhaman,713423,,,,,,,,Rice mills,Rice mills,West Bengal,Purba Bardhaman
Narendranath Rice Mill,"7V5G+GG8 HATUDEWAN, Pirtala Rd, Dangapara, P.O, Bajepratappur, Bardhaman, Sadhanpur P, West Bengal 713102, India",,,23.2587853,87.8763211,,0.0,0.0,India,West Bengal,Bardhaman,713102,,,,,,,,Rice mills,Rice mills,West Bengal,Purba Bardhaman
Natraj Rice Mill,"6V93+CQ9, Bardhaman, West Bengal 713101, India",,,23.2185328,87.8544924,,0.0,0.0,India,West Bengal,,713101,,,,,,,,Rice mills,Rice mills,West Bengal,Purba Bardhaman
Bimala Rice Mill,"6VC3+WWR, Mirchoba, Barabalidanga, Telipukur, Bardhaman, West Bengal 713101, India",,,23.2223566,87.8547665,,0.0,0.0,India,West Bengal,Bardhaman,,,,,,,,,Rice mills,Rice mills,West Bengal,Purba Bardhaman
Sribishnu Rice Mill,"6VV9+5VG, Sadargat Srially bottala Balighat, Road, laksmi Narayan weighbridge, West Bengal 713101, India",,,23.242942,87.8697097,,1.0,5.0,India,West Bengal,Bardhaman,713101,,,,,,,,Rice mills,Rice mills,West Bengal,Purba Bardhaman
Nobabhat rice mill,"Nababhat Near uttra bus terminal Near 108 shiv mandir Jahangir mansion, Nababhat, West Bengal 713101, India",,,23.267085,87.8303794,,0.0,0.0,India,West Bengal,Bardhaman,713101,,,,,,,,Rice mills,Rice mills,West Bengal,Purba Bardhaman
Gouri Shankar Rice Mill,"7VHG+CVP, Mirzapur, West Bengal 713104, India",,,23.2785867,87.8772165,,0.0,0.0,India,West Bengal,Bardhaman,713104,,,,,,,,Rice mills,Rice mills,West Bengal,Purba Bardhaman
Shri Bishnu Rice Mill,"Bardhaman, West Bengal 713101, India",,,23.217914,87.8538231,,1.0,5.0,India,West Bengal,,,,,,,,,,Rice mills,Rice mills,West Bengal,Purba Bardhaman
Sing Rice Mill,"C8PH+3CW, Midnapore, West Bengal 721101, India",+91 82946 03142,,22.4352295,87.3285746,,1.0,5.0,India,West Bengal,Medinipur,721101,,,,,,,,Rice mills,Rice mills,West Bengal,Paschim Medinipur
mahakali rice mill,"98RV+42V, Safiabad, Matkatpur, West Bengal 721155, India",,,22.3903698,87.3425319,,1.0,5.0,India,West Bengal,Medinipur,721155,,,,,,,,Rice mills,Rice mills,West Bengal,Paschim Medinipur
Sai Baba Enterprise(Rice Mill),"C/O: Santosh De, Joygachi 30 No railgate, joygachi, Pallishri Village, Habra, West Bengal 743263, India",,,22.8428333,88.6731029,,0.0,0.0,India,West Bengal,Habra,743263,,,,,,,,Rice mills,Rice mills,West Bengal,North 24 Parganas
Battala Dhaner Chatal,"RMP7+MRX, Gohalbati, Habra, West Bengal 743263, India",,,22.836746,88.6645972,,0.0,0.0,India,West Bengal,Habra,743263,,,,,,,,Rice mills,Rice mills,West Bengal,North 24 Parganas
KUNJBIHARI RICE MILL PRIVATE LIMITED,"B No. 56, Room, 4E, Metcalfe St, Mission Row Extension, Bowbazar, Kolkata, West Bengal 700012, India",+91 8071 859 464,,22.5706857,88.3550452,,0.0,0.0,India,West Bengal,Kolkata,700012,,,,,,,,Rice mills,Rice mills,West Bengal,Kolkata
Podnara Rice mill,"9C82+38G, Podlara, Gurguria, West Bengal 723147, India",,,23.3651944,86.4008155,,0.0,0.0,India,West Bengal,,,,,,,,,,Rice mills,Rice mills,West Bengal,Purulia
Rice,"Shivam Apartment, 157/B, Dr. J R Dhar Road, Adarsha Nagar, Dum Dum, Kolkata, West Bengal 700028, India",,,22.6411759,88.4243273,,0.0,0.0,India,West Bengal,Kolkata,700028,,,,,,,,Rice mills,Rice mills,West Bengal,North 24 Parganas
Pronance Industries Private Limited,"227, Shreebhumi, Ground, 1, Canal St, Sreebhumi, Lake Town, Kolkata, South Dumdum, West Bengal 700048, India",,info@pronance.in,22.6005374,88.4052263,http://www.pronance.in/,0.0,0.0,India,West Bengal,Kolkata,700048,,,,,,,,Rice mills,Rice mills,West Bengal,North 24 Parganas
G.S Rice,"Kamarthuba nabapally, Khudiram Bose Rd, Howrah, West Bengal 743263, India",,,22.621646,88.4137864,,1.0,5.0,India,West Bengal,Kolkata,743263,,,,,,,,Rice mills,Rice mills,West Bengal,North 24 Parganas
Ksai Rice,"Flat No, C-402, LOHARUKA GREEN HEIGHTS, Rajarhat Main Rd, Chotaphool, Raigachi, Rajarhat, Kolkata, West Bengal 700135, India",+91 86035 93151,info@ksairice.com,22.6334428,88.4677558,https://ksairice.com/,0.0,0.0,India,West Bengal,Kolkata,700135,,,,http://wa.me/917070614747,,,,Rice mills,Rice mills,West Bengal,North 24 Parganas
Abha stationery,"Subhaspally Main Rd, Burnpur, Asansol, West Bengal 713325, India",,,23.6707779,86.9512798,,0.0,0.0,India,West Bengal,Asansol,713325,,,,,,,,Rice mills,Rice mills,West Bengal,Paschim Bardhaman
Ram Krishna Muri Mill,"Raninagar, Nimtala, Nagpara, Berhampore, West Bengal 742102, India",,,24.1213259,88.2922858,,10.0,4.8,India,West Bengal,Murshidabad,742102,,,,,,,,Rice mills,Rice mills,West Bengal,Murshidabad
Pansi Rice & Flour Mill,"X6WG+3GG, Rajapur, Mahula, West Bengal 742134, India",,,23.9951783,88.2263417,,0.0,0.0,India,West Bengal,Beldanga,742134,,,,,,,,Rice mills,Rice mills,West Bengal,Murshidabad
Amolika Group,"Abhinaash Group, 7B, Kiran Shankar Ray Rd, B.B.D. Bagh, Kolkata, West Bengal 700001, India",+91 97480 06993,,22.5700884,88.3446345,http://abhinaashgroup.business.site/,0.0,0.0,India,West Bengal,Kolkata,700001,,,,,,,,Construction companies,"Construction companies,Rice mills,Income tax help associations,Real Estate Builders & Construction Companies",West Bengal,Kolkata
Sharma Agrico Industries,"11, Musalman Para Ln, Bantra, Tikiapara, Howrah, West Bengal 711101, India",+91 90514 12220,contact@sharmaagrico.com,22.5944859,88.3265752,http://www.sharmaagrico.com/,3.0,3.7,India,West Bengal,Kolkata,711101,https://www.facebook.com/millexindia,https://www.instagram.com/millexindia,https://www.twitter.com/millexindia,https://wa.me/917003580351?text=Hello%2C%20MILLEX,,,https://www.youtube.com/@millexindia,Agricultural machinery manufacturers,"Agricultural machinery manufacturers,Rice mills",West Bengal,Howrah
Biswas Husking mill,"Rajbaria road, Habra, Sendanga, West Bengal 743272, India",,,22.8847844,88.6105386,,1.0,5.0,India,West Bengal,,743272,,,,,,,,Rice mills,Rice mills,West Bengal,North 24 Parganas
Ambula rice mill,"743249, Kulpukur, Natagram, West Bengal 743263, India",,,22.8770102,88.6865789,,1.0,1.0,India,West Bengal,Habra,743263,,,,,,,,Rice mills,Rice mills,West Bengal,North 24 Parganas
v.k. udyog limited,"Bighati, West Bengal 712124, India",,,22.8284671,88.3117819,,0.0,0.0,India,West Bengal,Kolkata,712124,,,,,,,,Rice mills,Rice mills,West Bengal,Hooghly
"Banerjee rice mill , Jalpaiguri","PC5G+2J7, Unnamed Road, Netaji Colony, Mahananda Para, Siliguri, West Bengal 734001, India",,,26.7075254,88.4265529,,0.0,0.0,India,West Bengal,,734001,,,,,,,,Rice mills,Rice mills,West Bengal,Darjeeling
Sunrise Mini Raw Rice Mill,"46, Purnea - Siliguri Rd, Ward 46, Dagapur, Siliguri, West Bengal 734003, India",,,26.7264278,88.4148521,,2.0,5.0,India,West Bengal,,734003,,,,,,,,Rice mills,Rice mills,West Bengal,Darjeeling
Rangeet Rice,"Makhan Bhog Building, 3rd Floor, Orchid Square, Station Feeder Rd, Siliguri, West Bengal 734005, India",+91 81012 43885,,26.703031,88.4181102,,1.0,5.0,India,West Bengal,,734005,,,,,,,,Rice mills,Rice mills,West Bengal,Darjeeling
DS Agro Products,"Chaturgachh Sipaipara, Kamrangaguri, Fulbari, West Bengal 735135, India",+91 95937 18356,,26.6671059,88.4188101,,0.0,0.0,India,West Bengal,Siliguri,735135,,,,,,,,Rice mills,Rice mills,West Bengal,Darjeeling
Bharat Industries Rice Mill,"MC79+722, Kamrangaguri, Fulbari, West Bengal 734004, India",,,26.6631307,88.4175104,,0.0,0.0,India,West Bengal,Siliguri,734004,,,,,,,,Rice mills,Rice mills,West Bengal,Darjeeling
Taj Rice &oil Mill,"md pur, bus stop, md pur, Halna, Jatradanga, West Bengal 732141, India",,,25.0615851,88.2147595,,0.0,0.0,India,West Bengal,,732141,,,,,,,,Rice mills,Rice mills,West Bengal,Maldah
"Md. Nazir Rice Mill, Malda.","Nagharia High School Rd, Phulbaria, West Bengal 732208, India",+91 97332 08689,,25.038787,88.0237591,,1.0,5.0,India,West Bengal,,732208,,,,,,,,Rice mills,Rice mills,West Bengal,Maldah
SARIF ANSAR ( ANSAR CONSTRUCTION ),"Barkol, West Bengal 732128, India",,,25.0906733,88.1002516,https://youtube.com/@axlraj6249,0.0,0.0,India,West Bengal,,,,,,,,,https://youtube.com/@axlraj6249,Rice mills,Rice mills,West Bengal,Maldah
Bhaish Pukur mini Rice Mill,"66RH+79J, Mahil, West Bengal 732124, India",+91 87688 52454,,25.2407098,88.2283887,,2.0,4.0,India,West Bengal,,732124,,,,,,,,Rice mills,Rice mills,West Bengal,Maldah
SV TRADERS,"X67J+FXW, Muchia, West Bengal 732101, India",,,24.9637744,88.2324286,,0.0,0.0,India,West Bengal,,732101,,,,,,,,Rice mills,Rice mills,West Bengal,Maldah
Bhabesh Rice Mill,"W7FG+PJG, Singabad Rd, Ganramari, Anantapur, West Bengal 732121, India",,,24.9243147,88.2765856,,3.0,5.0,India,West Bengal,,732121,,,,,,,,Rice mills,Rice mills,West Bengal,Maldah
Tarjan,"22QF+GG2, Nagharia High School Rd, Phulbaria, West Bengal 732208, India",,,25.0387693,88.0237742,,0.0,0.0,India,West Bengal,,732208,,,,,,,,Rice mills,Rice mills,West Bengal,Maldah
Samiul Sk,"Nagharia High School Rd, Bhagabanpur, Niamatpur, Phulbaria, West Bengal 732208, India",,,25.0388675,88.0236637,,0.0,0.0,India,West Bengal,,732208,,,,,,,,Rice mills,Rice mills,West Bengal,Maldah
Rice mill,"Karbonn, Ratua, West Bengal 732205, India",,,25.1984751,87.9279473,,0.0,0.0,India,West Bengal,,,,,,,,,,Rice mills,Rice mills,West Bengal,Maldah
Murari Mohan Industries Pvt Ltd,"Saran Para, Kitahar, Hilli Balurghat Highway, Gazole, West Bengal 732124, India",,,25.2108593,88.1923843,,0.0,0.0,India,West Bengal,,732124,,,,,,,,Rice mills,Rice mills,West Bengal,Maldah
Sayara Overseas,"55/1/1, Kings Rd, Gulmohar Railway Quarters, Mali Panchghara, Howrah, West Bengal 711101, India",+91 80794 07273,,22.5901229,88.3385575,,0.0,0.0,India,West Bengal,Kolkata,711101,,,,,,,,Rice mills,Rice mills,West Bengal,Howrah
Uday Industries,"Musalman Para Ln, Tikiapara, Howrah, West Bengal 711101, India",+91 94332 27004,,22.5949085,88.3260957,,0.0,0.0,India,West Bengal,Kolkata,711101,,,,,,,,Rice mills,Rice mills,West Bengal,Howrah
Khaitan Rice Mill Private Limited,"16, Strand Rd, Fairley Place, B.B.D. Bagh, Kolkata, West Bengal 700001, India",,,22.5758111,88.3473436,,1.0,1.0,India,West Bengal,Kolkata,700001,,,,,,,,Rice mills,Rice mills,West Bengal,Kolkata
Devakshat,"Room Number 308, 7, Mangoe Ln, Esplanade, Chowringhee North, Bow Barracks, Kolkata, West Bengal 700001, India",,,22.5691739,88.3517433,,0.0,0.0,India,West Bengal,Kolkata,700001,,,,,,,,Rice mills,Rice mills,West Bengal,Kolkata
Mondal Grinding Mill,"H9JQ+3J9, Maniktala Main Rd, Scheme VI-M, Phool Bagan, Kankurgachi, Kolkata, West Bengal 700054, India",+91 89674 15190,,22.5801553,88.389121,,0.0,0.0,India,West Bengal,Kolkata,700054,,,,,,,,Rice mills,Rice mills,West Bengal,Kolkata
MONDAL ENTERPRISE,"Amratala tin mather mor, Amratala Ln, Kolkata, West Bengal 743503, India",,,22.572655,88.3638989,,0.0,0.0,India,West Bengal,Kolkata,743503,,,,,,,,Rice mills,Rice mills,West Bengal,Kolkata
JHM Import Export Private Limited,"405, M.K. Point, 4th Floor, Suit No. -401 &, 27, Bentinck St, Kolkata, West Bengal 70000, India",+91 80 6834 1261,,22.5687494,88.352799,,0.0,0.0,India,West Bengal,Kolkata,70000,,,,,,,,Rice mills,Rice mills,West Bengal,Kolkata
NISTHA FOOD PRODUCTS PRIVATE LIMITED,"7, Mangoe Ln, Esplanade, Chowringhee North, Bow Barracks, Kolkata, West Bengal 700001, India",+91 89265 42990,,22.5691739,88.3517433,,5.0,5.0,India,West Bengal,Kolkata,700001,,,,,,,,Rice mills,Rice mills,West Bengal,Kolkata
Tirupati Agri Trade Pvt Ltd.,"362, Belilious Rd, Kadam Tala, Howrah, West Bengal 711101, India",+91 33 2641 0240,info@ricevillafoods.com,22.5868549,88.334198,http://foodvillagroup.com/,2.0,5.0,India,West Bengal,Kolkata,711101,https://www.facebook.com/ricevillafoods,https://www.instagram.com/eat.rice.villa/,https://twitter.com/ricevilla_foods,,,https://www.linkedin.com/company/rice-villa/,,Rice mills,"Rice mills,Food Processing Companies",West Bengal,Howrah
Radhey Krishna Enterprise,"25, Musalman Para Ln, Bantra, Tikiapara, Howrah, West Bengal 711101, India",,,22.5954924,88.3266647,,1.0,5.0,India,West Bengal,Kolkata,711101,,,,,,,,Rice mills,Rice mills,West Bengal,Howrah
Maa Vaishno Enterprises Howrah,"Babudanga, Golabari, Bandhaghat, Howrah, West Bengal 711106, India",,,22.6007975,88.3465958,,0.0,0.0,India,West Bengal,Kolkata,711106,,,,,,,,Rice mills,Rice mills,West Bengal,Howrah
Innova Agritech Pvt Ltd,"308, Grand Trunk Rd, Babudanga, N, Salkia, Howrah, West Bengal 711106, India",,,22.6042934,88.3428503,http://www.innovaagritech.com/,3.0,5.0,India,West Bengal,Kolkata,711106,https://www.facebook.com/innovaapl/,https://www.instagram.com/innovaagritechpvtltd/,http://twitter.com/share?text=Company’s%20Profile&url=https://innovaagritech.com/,,,https://www.linkedin.com/in/pankaj-agarwal-bb399347,https://www.youtube.com/channel/UC_Uav51aNSp1bF5Mq0r3Z7A,Rice mills,Rice mills,West Bengal,Howrah
Rizwan khan,"67, Jolapara Masjid Ln, Kadam Tala, Howrah, West Bengal 711101, India",,,22.5874964,88.3319912,,0.0,0.0,India,West Bengal,Kolkata,711101,,,,,,,,Rice mills,Rice mills,West Bengal,Howrah
Shuvo Enterprise,"7, Red Cross Pl, Lal Dighi, B.B.D. Bagh, Kolkata, West Bengal 700001, India",,,22.5695519,88.348528,https://shuvo-enterprise.business.site/?utm_source=googlemybusiness&utm_medium=referral,0.0,0.0,India,West Bengal,Kolkata,700001,,,,,,,,Rice mills,Rice mills,West Bengal,Kolkata
Neo Enterprises,"H8Q4+P72, Santragachi, Howrah, West Bengal 711104, India",,neosales22@gmail.com,22.5892608,88.3056358,http://www.neoenterprise.co.in/,1.0,5.0,India,West Bengal,Kolkata,711104,,,,,,,,Rice mills,Rice mills,West Bengal,Howrah
SHYAMAPADA BAR' s Estate.,"S Buxarah Rd, Baksara, Howrah, West Bengal 711110, India",,,22.5669695,88.2859076,,0.0,0.0,India,West Bengal,Kolkata,711110,,,,,,,,Rice mills,Rice mills,West Bengal,Howrah
